"Drug1"	"Drug2"
"DB00902"	"DB11591"
"DB00903"	"DB00903"
"DB00904"	"DB00904"
"DB00905"	"DB00905"
"DB00906"	"DB00906"
"DB00907"	"DB00907"
"DB00908"	"DB00908"
"DB00909"	"DB00909"
"DB00910"	"DB00146"
"DB00910"	"DB00169"
"DB00910"	"DB00910"
"DB00910"	"DB01070"
"DB00910"	"DB02300"
"DB00910"	"DB06410"
"DB00912"	"DB00731"
"DB00912"	"DB00912"
"DB00912"	"DB01067"
"DB00913"	"DB00504"
"DB00913"	"DB00802"
"DB00913"	"DB00913"
"DB00913"	"DB09049"
"DB00914"	"DB00914"
"DB00915"	"DB00915"
"DB00916"	"DB00916"
"DB00916"	"DB01007"
"DB00916"	"DB01167"
"DB00917"	"DB00917"
"DB00918"	"DB00918"
"DB00918"	"DB00998"
"DB00920"	"DB00920"
"DB00921"	"DB00921"
"DB00922"	"DB00922"
"DB00924"	"DB00924"
"DB00925"	"DB00925"
"DB00927"	"DB00272"
"DB00927"	"DB00501"
"DB00927"	"DB00585"
"DB00927"	"DB00927"
"DB00928"	"DB00928"
"DB00928"	"DB01099"
"DB00928"	"DB01262"
"DB00929"	"DB00929"
"DB00933"	"DB00933"
"DB00933"	"DB05316"
"DB00934"	"DB00934"
"DB00935"	"DB00575"
"DB00935"	"DB00935"
"DB00935"	"DB06694"
"DB00936"	"DB00936"
"DB00937"	"DB00830"
"DB00937"	"DB00937"
"DB00937"	"DB14754"
"DB00938"	"DB00871"
"DB00938"	"DB00938"
"DB00938"	"DB00983"
"DB00938"	"DB01001"
"DB00938"	"DB01102"
"DB00938"	"DB01288"
"DB00938"	"DB01580"
"DB00939"	"DB00939"
"DB00940"	"DB00940"
"DB00941"	"DB00772"
"DB00941"	"DB00941"
"DB00941"	"DB01057"
"DB00942"	"DB00209"
"DB00942"	"DB00219"
"DB00942"	"DB00670"
"DB00942"	"DB00771"
"DB00942"	"DB00782"
"DB00942"	"DB00942"
"DB00942"	"DB00979"
"DB00942"	"DB11855"
"DB00944"	"DB00733"
"DB00944"	"DB00944"
"DB00944"	"DB00989"
"DB00944"	"DB01010"
"DB00945"	"DB00945"
"DB00946"	"DB00498"
"DB00946"	"DB00946"
"DB00946"	"DB01418"
"DB00947"	"DB00947"
"DB00947"	"DB01357"
"DB00947"	"DB04575"
"DB00947"	"DB04938"
"DB00947"	"DB09070"
"DB00947"	"DB09317"
"DB00947"	"DB09318"
"DB00947"	"DB09369"
"DB00947"	"DB11541"
"DB00949"	"DB00949"
"DB00950"	"DB00283"
"DB00950"	"DB00341"
"DB00950"	"DB00405"
"DB00950"	"DB00427"
"DB00950"	"DB00557"
"DB00950"	"DB00719"
"DB00950"	"DB00737"
"DB00950"	"DB00748"
"DB00950"	"DB00792"
"DB00950"	"DB00902"
"DB00950"	"DB00950"
"DB00950"	"DB00967"
"DB00950"	"DB00972"
"DB00950"	"DB00985"
"DB00950"	"DB01084"
"DB00950"	"DB01237"
"DB00950"	"DB01246"
"DB00950"	"DB01619"
"DB00950"	"DB01620"
"DB00950"	"DB04837"
"DB00950"	"DB04890"
"DB00950"	"DB06282"
"DB00950"	"DB06691"
"DB00950"	"DB06766"
"DB00950"	"DB08799"
"DB00950"	"DB08936"
"DB00950"	"DB09488"
"DB00950"	"DB09555"
"DB00950"	"DB11591"
"DB00951"	"DB00951"
"DB00952"	"DB00315"
"DB00952"	"DB00669"
"DB00952"	"DB00952"
"DB00953"	"DB00953"
"DB00956"	"DB00956"
"DB00956"	"DB01081"
"DB00956"	"DB01192"
"DB00957"	"DB00957"
"DB00957"	"DB11064"
"DB00959"	"DB00180"
"DB00959"	"DB00223"
"DB00959"	"DB00240"
"DB00959"	"DB00253"
"DB00959"	"DB00324"
"DB00959"	"DB00394"
"DB00959"	"DB00443"
"DB00959"	"DB00547"
"DB00959"	"DB00596"
"DB00959"	"DB00620"
"DB00959"	"DB00663"
"DB00959"	"DB00769"
"DB00959"	"DB00838"
"DB00959"	"DB00846"
"DB00959"	"DB00860"
"DB00959"	"DB14596"
"DB00959"	"DB00896"
"DB00959"	"DB00959"
"DB00959"	"DB01013"
"DB00959"	"DB01130"
"DB00959"	"DB01222"
"DB00959"	"DB01260"
"DB00959"	"DB01380"
"DB00959"	"DB01410"
"DB00959"	"DB06781"
"DB00959"	"DB11921"
"DB00959"	"DB13158"
"DB00960"	"DB00571"
"DB00960"	"DB00960"
"DB00961"	"DB00296"
"DB00961"	"DB00297"
"DB00961"	"DB00645"
"DB00961"	"DB00807"
"DB00961"	"DB00892"
"DB00961"	"DB00961"
"DB00961"	"DB01002"
"DB00961"	"DB01086"
"DB00962"	"DB00186"
"DB00962"	"DB00628"
"DB00962"	"DB00962"
"DB00963"	"DB00461"
"DB00963"	"DB00465"
"DB00963"	"DB00469"
"DB00963"	"DB00500"
"DB00963"	"DB00554"
"DB00963"	"DB00712"
"DB00963"	"DB00784"
"DB00963"	"DB00788"
"DB00963"	"DB00814"
"DB00963"	"DB00821"
"DB00963"	"DB00861"
"DB00963"	"DB00870"
"DB00963"	"DB00963"
"DB00963"	"DB00991"
"DB00963"	"DB01283"
"DB00963"	"DB01399"
"DB00963"	"DB01401"
"DB00963"	"DB01419"
"DB00963"	"DB01435"
"DB00963"	"DB01600"
"DB00963"	"DB06725"
"DB00963"	"DB06736"
"DB00963"	"DB06802"
"DB00963"	"DB09214"
"DB00963"	"DB09216"
"DB00963"	"DB11071"
"DB00963"	"DB11079"
"DB00963"	"DB11201"
"DB00963"	"DB11323"
"DB00963"	"DB13501"
"DB00963"	"DB13783"
"DB00964"	"DB00964"
"DB00966"	"DB00966"
"DB00967"	"DB00283"
"DB00967"	"DB00341"
"DB00967"	"DB00405"
"DB00967"	"DB00427"
"DB00967"	"DB00557"
"DB00967"	"DB00719"
"DB00967"	"DB00737"
"DB00967"	"DB00748"
"DB00967"	"DB00792"
"DB00967"	"DB00902"
"DB00967"	"DB00950"
"DB00967"	"DB00967"
"DB00967"	"DB00972"
"DB00967"	"DB00985"
"DB00967"	"DB01084"
"DB00967"	"DB01237"
"DB00967"	"DB01246"
"DB00967"	"DB01619"
"DB00967"	"DB01620"
"DB00967"	"DB04837"
"DB00967"	"DB04890"
"DB00967"	"DB06282"
"DB00967"	"DB06691"
"DB00967"	"DB06766"
"DB00967"	"DB08799"
"DB00967"	"DB08936"
"DB00967"	"DB09488"
"DB00967"	"DB09555"
"DB00967"	"DB11591"
"DB00968"	"DB00968"
"DB00969"	"DB00377"
"DB00969"	"DB00757"
"DB00969"	"DB00889"
"DB00969"	"DB00969"
"DB00969"	"DB11699"
"DB00970"	"DB00218"
"DB00970"	"DB00385"
"DB00970"	"DB00444"
"DB00970"	"DB00467"
"DB00970"	"DB00487"
"DB00970"	"DB00685"
"DB00970"	"DB00970"
"DB00970"	"DB00978"
"DB00970"	"DB01059"
"DB00970"	"DB01137"
"DB00970"	"DB01165"
"DB00970"	"DB01177"
"DB00970"	"DB01204"
"DB00970"	"DB01208"
"DB00970"	"DB09047"
"DB00972"	"DB00283"
"DB00972"	"DB00341"
"DB00972"	"DB00405"
"DB00972"	"DB00427"
"DB00972"	"DB00557"
"DB00972"	"DB00719"
"DB00972"	"DB00737"
"DB00972"	"DB00748"
"DB00972"	"DB00792"
"DB00972"	"DB00902"
"DB00972"	"DB00950"
"DB00972"	"DB00967"
"DB00972"	"DB00972"
"DB00972"	"DB00985"
"DB00972"	"DB01084"
"DB00972"	"DB01237"
"DB00972"	"DB01246"
"DB00972"	"DB01619"
"DB00972"	"DB01620"
"DB00972"	"DB04837"
"DB00972"	"DB04890"
"DB00972"	"DB06282"
"DB00972"	"DB06691"
"DB00972"	"DB06766"
"DB00972"	"DB08799"
"DB00972"	"DB08936"
"DB00972"	"DB09488"
"DB00972"	"DB09555"
"DB00972"	"DB11591"
"DB00973"	"DB00973"
"DB00975"	"DB00975"
"DB00977"	"DB00977"
"DB00978"	"DB00218"
"DB00978"	"DB00385"
"DB00978"	"DB00444"
"DB00978"	"DB00467"
"DB00978"	"DB00487"
"DB00978"	"DB00685"
"DB00978"	"DB00970"
"DB00978"	"DB00978"
"DB00978"	"DB01059"
"DB00978"	"DB01137"
"DB00978"	"DB01165"
"DB00978"	"DB01177"
"DB00978"	"DB01204"
"DB00978"	"DB01208"
"DB00978"	"DB09047"
"DB00979"	"DB00209"
"DB00979"	"DB00219"
"DB00979"	"DB00670"
"DB00979"	"DB00771"
"DB00979"	"DB00782"
"DB00979"	"DB00942"
"DB00979"	"DB00979"
"DB00979"	"DB11855"
"DB00980"	"DB00980"
"DB00980"	"DB09071"
"DB00981"	"DB00981"
"DB00982"	"DB00982"
"DB00983"	"DB00871"
"DB00983"	"DB00938"
"DB00983"	"DB00983"
"DB00983"	"DB01001"
"DB00983"	"DB01102"
"DB00983"	"DB01288"
"DB00983"	"DB01580"
"DB00984"	"DB00621"
"DB00984"	"DB00665"
"DB00984"	"DB00984"
"DB00984"	"DB01128"
"DB00984"	"DB01420"
"DB00984"	"DB01541"
"DB00984"	"DB08804"
"DB00984"	"DB08899"
"DB00984"	"DB11429"
"DB00984"	"DB11447"
"DB00984"	"DB13155"
"DB00984"	"DB14639"
"DB00985"	"DB00283"
"DB00985"	"DB00341"
"DB00985"	"DB00405"
"DB00985"	"DB00427"
"DB00985"	"DB00557"
"DB00985"	"DB00719"
"DB00985"	"DB00737"
"DB00985"	"DB00748"
"DB00985"	"DB00792"
"DB00985"	"DB00902"
"DB00985"	"DB00950"
"DB00985"	"DB00967"
"DB00985"	"DB00972"
"DB00985"	"DB00985"
"DB00985"	"DB01084"
"DB00985"	"DB01237"
"DB00985"	"DB01246"
"DB00985"	"DB01619"
"DB00985"	"DB01620"
"DB00985"	"DB04837"
"DB00985"	"DB04890"
"DB00985"	"DB06282"
"DB00985"	"DB06691"
"DB00985"	"DB06766"
"DB00985"	"DB08799"
"DB00985"	"DB08936"
"DB00985"	"DB09488"
"DB00985"	"DB09555"
"DB00985"	"DB11591"
"DB00986"	"DB00332"
"DB00986"	"DB00383"
"DB00986"	"DB00462"
"DB00986"	"DB00517"
"DB00986"	"DB00986"
"DB00986"	"DB01062"
"DB00986"	"DB01231"
"DB00987"	"DB00987"
"DB00988"	"DB00988"
"DB00989"	"DB00733"
"DB00989"	"DB00944"
"DB00989"	"DB00989"
"DB00989"	"DB01010"
"DB00990"	"DB00894"
"DB00990"	"DB00990"
"DB00990"	"DB01006"
"DB00990"	"DB01217"
"DB00991"	"DB00461"
"DB00991"	"DB00465"
"DB00991"	"DB00469"
"DB00991"	"DB00500"
"DB00991"	"DB00554"
"DB00991"	"DB00712"
"DB00991"	"DB00784"
"DB00991"	"DB00788"
"DB00991"	"DB00814"
"DB00991"	"DB00821"
"DB00991"	"DB00861"
"DB00991"	"DB00870"
"DB00991"	"DB00963"
"DB00991"	"DB00991"
"DB00991"	"DB01283"
"DB00991"	"DB01399"
"DB00991"	"DB01401"
"DB00991"	"DB01419"
"DB00991"	"DB01435"
"DB00991"	"DB01600"
"DB00991"	"DB06725"
"DB00991"	"DB06736"
"DB00991"	"DB06802"
"DB00991"	"DB09214"
"DB00991"	"DB09216"
"DB00991"	"DB11071"
"DB00991"	"DB11079"
"DB00991"	"DB11201"
"DB00991"	"DB11323"
"DB00991"	"DB13501"
"DB00991"	"DB13783"
"DB00992"	"DB00992"
"DB00993"	"DB00993"
"DB00994"	"DB00994"
"DB00994"	"DB01012"
"DB00994"	"DB12865"
"DB00995"	"DB00995"
"DB00996"	"DB00996"
"DB00997"	"DB00997"
"DB00998"	"DB00918"
"DB00998"	"DB00998"
"DB00999"	"DB00999"
"DB01001"	"DB00871"
"DB01001"	"DB00938"
"DB01001"	"DB00983"
"DB01001"	"DB01001"
"DB01001"	"DB01102"
"DB01001"	"DB01288"
"DB01001"	"DB01580"
"DB01002"	"DB00296"
"DB01002"	"DB00297"
"DB01002"	"DB00645"
"DB01002"	"DB00807"
"DB01002"	"DB00892"
"DB01002"	"DB00961"
"DB01002"	"DB01002"
"DB01002"	"DB01086"
"DB01003"	"DB01003"
"DB01005"	"DB01005"
"DB01006"	"DB00894"
"DB01006"	"DB00990"
"DB01006"	"DB01006"
"DB01006"	"DB01217"
"DB01007"	"DB00916"
"DB01007"	"DB01007"
"DB01007"	"DB01167"
"DB01009"	"DB01009"
"DB01010"	"DB00733"
"DB01010"	"DB00944"
"DB01010"	"DB00989"
"DB01010"	"DB01010"
"DB01011"	"DB01011"
"DB01012"	"DB00994"
"DB01012"	"DB01012"
"DB01012"	"DB12865"
"DB01013"	"DB00180"
"DB01013"	"DB00223"
"DB01013"	"DB00240"
"DB01013"	"DB00253"
"DB01013"	"DB00324"
"DB01013"	"DB00394"
"DB01013"	"DB00443"
"DB01013"	"DB00547"
"DB01013"	"DB00596"
"DB01013"	"DB00620"
"DB01013"	"DB00663"
"DB01013"	"DB00769"
"DB01013"	"DB00838"
"DB01013"	"DB00846"
"DB01013"	"DB00860"
"DB01013"	"DB14596"
"DB01013"	"DB00896"
"DB01013"	"DB00959"
"DB01013"	"DB01013"
"DB01013"	"DB01130"
"DB01013"	"DB01222"
"DB01013"	"DB01260"
"DB01013"	"DB01380"
"DB01013"	"DB01410"
"DB01013"	"DB06781"
"DB01013"	"DB11921"
"DB01013"	"DB13158"
"DB01014"	"DB01014"
"DB01015"	"DB01015"
"DB01015"	"DB04339"
"DB01016"	"DB01016"
"DB01017"	"DB01017"
"DB01018"	"DB00629"
"DB01018"	"DB01018"
"DB01019"	"DB00387"
"DB01019"	"DB00424"
"DB01019"	"DB00809"
"DB01019"	"DB01019"
"DB01019"	"DB01085"
"DB01019"	"DB06787"
"DB01020"	"DB01020"
"DB01020"	"DB08931"
"DB01020"	"DB09282"
"DB01020"	"DB13170"
"DB01021"	"DB01021"
"DB01022"	"DB01022"
"DB01023"	"DB01023"
"DB01024"	"DB00688"
"DB01024"	"DB01024"
"DB01025"	"DB01025"
"DB01026"	"DB01026"
"DB01028"	"DB01028"
"DB01028"	"DB01189"
"DB01028"	"DB01236"
"DB01029"	"DB01029"
"DB01030"	"DB00762"
"DB01030"	"DB01030"
"DB01031"	"DB00880"
"DB01031"	"DB01031"
"DB01031"	"DB09472"
"DB01032"	"DB01032"
"DB01033"	"DB01033"
"DB01035"	"DB01035"
"DB01036"	"DB00340"
"DB01036"	"DB00376"
"DB01036"	"DB00496"
"DB01036"	"DB00725"
"DB01036"	"DB00785"
"DB01036"	"DB01036"
"DB01036"	"DB01409"
"DB01036"	"DB01591"
"DB01036"	"DB06702"
"DB01036"	"DB08897"
"DB01036"	"DB09076"
"DB01036"	"DB11181"
"DB01037"	"DB00752"
"DB01037"	"DB01037"
"DB01037"	"DB01171"
"DB01037"	"DB01247"
"DB01037"	"DB01626"
"DB01039"	"DB01039"
"DB01039"	"DB13873"
"DB01041"	"DB01041"
"DB01043"	"DB01043"
"DB01045"	"DB01045"
"DB01046"	"DB01046"
"DB01047"	"DB01047"
"DB01048"	"DB01048"
"DB01049"	"DB01049"
"DB01049"	"DB13345"
"DB01050"	"DB01050"
"DB01053"	"DB01053"
"DB01054"	"DB01054"
"DB01056"	"DB00192"
"DB01056"	"DB00680"
"DB01056"	"DB00750"
"DB01056"	"DB00776"
"DB01056"	"DB00868"
"DB01056"	"DB01056"
"DB01056"	"DB01228"
"DB01056"	"DB01320"
"DB01056"	"DB01426"
"DB01057"	"DB00772"
"DB01057"	"DB00941"
"DB01057"	"DB01057"
"DB01059"	"DB00218"
"DB01059"	"DB00385"
"DB01059"	"DB00444"
"DB01059"	"DB00467"
"DB01059"	"DB00487"
"DB01059"	"DB00685"
"DB01059"	"DB00970"
"DB01059"	"DB00978"
"DB01059"	"DB01059"
"DB01059"	"DB01137"
"DB01059"	"DB01165"
"DB01059"	"DB01177"
"DB01059"	"DB01204"
"DB01059"	"DB01208"
"DB01059"	"DB09047"
"DB01062"	"DB00332"
"DB01062"	"DB00383"
"DB01062"	"DB00462"
"DB01062"	"DB00517"
"DB01062"	"DB00986"
"DB01062"	"DB01062"
"DB01062"	"DB01231"
"DB01063"	"DB01063"
"DB01064"	"DB01064"
"DB01065"	"DB01065"
"DB01067"	"DB00731"
"DB01067"	"DB00912"
"DB01067"	"DB01067"
"DB01068"	"DB01068"
"DB01069"	"DB01069"
"DB01070"	"DB00146"
"DB01070"	"DB00169"
"DB01070"	"DB00910"
"DB01070"	"DB01070"
"DB01070"	"DB02300"
"DB01070"	"DB06410"
"DB01073"	"DB01073"
"DB01074"	"DB01074"
"DB01075"	"DB01075"
"DB01075"	"DB08801"
"DB01076"	"DB01076"
"DB01077"	"DB01077"
"DB01078"	"DB00390"
"DB01078"	"DB00511"
"DB01078"	"DB01078"
"DB01078"	"DB01158"
"DB01078"	"DB01188"
"DB01078"	"DB01345"
"DB01078"	"DB01378"
"DB01078"	"DB01396"
"DB01078"	"DB01430"
"DB01078"	"DB13996"
"DB01078"	"DB14498"
"DB01078"	"DB14499"
"DB01079"	"DB01079"
"DB01080"	"DB01080"
"DB01081"	"DB00956"
"DB01081"	"DB01081"
"DB01081"	"DB01192"
"DB01082"	"DB00207"
"DB01082"	"DB01082"
"DB01083"	"DB01083"
"DB01084"	"DB00283"
"DB01084"	"DB00341"
"DB01084"	"DB00405"
"DB01084"	"DB00427"
"DB01084"	"DB00557"
"DB01084"	"DB00719"
"DB01084"	"DB00737"
"DB01084"	"DB00748"
"DB01084"	"DB00792"
"DB01084"	"DB00902"
"DB01084"	"DB00950"
"DB01084"	"DB00967"
"DB01084"	"DB00972"
"DB01084"	"DB00985"
"DB01084"	"DB01084"
"DB01084"	"DB01237"
"DB01084"	"DB01246"
"DB01084"	"DB01619"
"DB01084"	"DB01620"
"DB01084"	"DB04837"
"DB01084"	"DB04890"
"DB01084"	"DB06282"
"DB01084"	"DB06691"
"DB01084"	"DB06766"
"DB01084"	"DB08799"
"DB01084"	"DB08936"
"DB01084"	"DB09488"
"DB01084"	"DB09555"
"DB01084"	"DB11591"
"DB01085"	"DB00387"
"DB01085"	"DB00424"
"DB01085"	"DB00809"
"DB01085"	"DB01019"
"DB01085"	"DB01085"
"DB01085"	"DB06787"
"DB01086"	"DB00296"
"DB01086"	"DB00297"
"DB01086"	"DB00645"
"DB01086"	"DB00807"
"DB01086"	"DB00892"
"DB01086"	"DB00961"
"DB01086"	"DB01002"
"DB01086"	"DB01086"
"DB01087"	"DB01087"
"DB01088"	"DB01088"
"DB01089"	"DB01089"
"DB01089"	"DB06714"
"DB01089"	"DB12161"
"DB01090"	"DB01090"
"DB01091"	"DB00735"
"DB01091"	"DB00857"
"DB01091"	"DB01091"
"DB01092"	"DB01092"
"DB01095"	"DB00175"
"DB01095"	"DB00439"
"DB01095"	"DB01095"
"DB01095"	"DB01098"
"DB01095"	"DB08860"
"DB01097"	"DB01097"
"DB01098"	"DB00175"
"DB01098"	"DB00439"
"DB01098"	"DB01095"
"DB01098"	"DB01098"
"DB01098"	"DB08860"
"DB01099"	"DB00928"
"DB01099"	"DB01099"
"DB01099"	"DB01262"
"DB01100"	"DB01100"
"DB01101"	"DB00322"
"DB01101"	"DB00432"
"DB01101"	"DB00544"
"DB01101"	"DB01101"
"DB01101"	"DB09256"
"DB01102"	"DB00871"
"DB01102"	"DB00938"
"DB01102"	"DB00983"
"DB01102"	"DB01001"
"DB01102"	"DB01102"
"DB01102"	"DB01288"
"DB01102"	"DB01580"
"DB01104"	"DB01104"
"DB01105"	"DB00285"
"DB01105"	"DB00476"
"DB01105"	"DB01105"
"DB01105"	"DB06700"
"DB01105"	"DB06701"
"DB01106"	"DB01106"
"DB01107"	"DB00189"
"DB01107"	"DB00349"
"DB01107"	"DB00474"
"DB01107"	"DB00475"
"DB01107"	"DB01107"
"DB01107"	"DB01437"
"DB01107"	"DB11859"
"DB01108"	"DB01108"
"DB01109"	"DB01109"
"DB01110"	"DB01110"
"DB01113"	"DB01113"
"DB01114"	"DB01114"
"DB01115"	"DB01115"
"DB01117"	"DB01117"
"DB01117"	"DB08880"
"DB01118"	"DB01118"
"DB01119"	"DB01119"
"DB01120"	"DB01120"
"DB01121"	"DB01121"
"DB01121"	"DB01438"
"DB01121"	"DB05541"
"DB01121"	"DB13269"
"DB01122"	"DB01122"
"DB01122"	"DB01400"
"DB01122"	"DB04864"
"DB01122"	"DB13503"
"DB01123"	"DB00001"
"DB01123"	"DB00006"
"DB01123"	"DB00278"
"DB01123"	"DB01123"
"DB01123"	"DB04898"
"DB01123"	"DB06695"
"DB01124"	"DB01124"
"DB01124"	"DB01382"
"DB01125"	"DB01125"
"DB01126"	"DB01126"
"DB01127"	"DB00239"
"DB01127"	"DB00503"
"DB01127"	"DB00531"
"DB01127"	"DB01127"
"DB01127"	"DB01181"
"DB01127"	"DB01220"
"DB01127"	"DB08864"
"DB01127"	"DB11087"
"DB01127"	"DB13179"
"DB01128"	"DB00621"
"DB01128"	"DB00665"
"DB01128"	"DB00984"
"DB01128"	"DB01128"
"DB01128"	"DB01420"
"DB01128"	"DB01541"
"DB01128"	"DB08804"
"DB01128"	"DB08899"
"DB01128"	"DB11429"
"DB01128"	"DB11447"
"DB01128"	"DB13155"
"DB01128"	"DB14639"
"DB01129"	"DB01129"
"DB01130"	"DB00180"
"DB01130"	"DB00223"
"DB01130"	"DB00240"
"DB01130"	"DB00253"
"DB01130"	"DB00324"
"DB01130"	"DB00394"
"DB01130"	"DB00443"
"DB01130"	"DB00547"
"DB01130"	"DB00596"
"DB01130"	"DB00620"
"DB01130"	"DB00663"
"DB01130"	"DB00769"
"DB01130"	"DB00838"
"DB01130"	"DB00846"
"DB01130"	"DB00860"
"DB01130"	"DB14596"
"DB01130"	"DB00896"
"DB01130"	"DB00959"
"DB01130"	"DB01013"
"DB01130"	"DB01130"
"DB01130"	"DB01222"
"DB01130"	"DB01260"
"DB01130"	"DB01380"
"DB01130"	"DB01410"
"DB01130"	"DB06781"
"DB01130"	"DB11921"
"DB01130"	"DB13158"
"DB01131"	"DB00563"
"DB01131"	"DB01131"
"DB01131"	"DB01157"
"DB01132"	"DB01132"
"DB01133"	"DB01133"
"DB01135"	"DB01135"
"DB01135"	"DB01336"
"DB01136"	"DB01136"
"DB01137"	"DB00218"
"DB01137"	"DB00385"
"DB01137"	"DB00444"
"DB01137"	"DB00467"
"DB01137"	"DB00487"
"DB01137"	"DB00685"
"DB01137"	"DB00970"
"DB01137"	"DB00978"
"DB01137"	"DB01059"
"DB01137"	"DB01137"
"DB01137"	"DB01165"
"DB01137"	"DB01177"
"DB01137"	"DB01204"
"DB01137"	"DB01208"
"DB01137"	"DB09047"
"DB01138"	"DB01138"
"DB01142"	"DB01142"
"DB01143"	"DB01143"
"DB01144"	"DB00703"
"DB01144"	"DB00869"
"DB01144"	"DB01144"
"DB01146"	"DB01146"
"DB01148"	"DB00804"
"DB01148"	"DB01148"
"DB01149"	"DB01149"
"DB01151"	"DB01151"
"DB01154"	"DB01154"
"DB01156"	"DB01156"
"DB01157"	"DB00563"
"DB01157"	"DB01131"
"DB01157"	"DB01157"
"DB01158"	"DB00390"
"DB01158"	"DB00511"
"DB01158"	"DB01078"
"DB01158"	"DB01158"
"DB01158"	"DB01188"
"DB01158"	"DB01345"
"DB01158"	"DB01378"
"DB01158"	"DB01396"
"DB01158"	"DB01430"
"DB01158"	"DB13996"
"DB01158"	"DB14498"
"DB01158"	"DB14499"
"DB01159"	"DB01159"
"DB01160"	"DB01160"
"DB01161"	"DB01161"
"DB01162"	"DB01162"
"DB01164"	"DB01164"
"DB01165"	"DB00218"
"DB01165"	"DB00385"
"DB01165"	"DB00444"
"DB01165"	"DB00467"
"DB01165"	"DB00487"
"DB01165"	"DB00685"
"DB01165"	"DB00970"
"DB01165"	"DB00978"
"DB01165"	"DB01059"
"DB01165"	"DB01137"
"DB01165"	"DB01165"
"DB01165"	"DB01177"
"DB01165"	"DB01204"
"DB01165"	"DB01208"
"DB01165"	"DB09047"
"DB01166"	"DB00235"
"DB01166"	"DB00261"
"DB01166"	"DB01166"
"DB01166"	"DB04880"
"DB01167"	"DB00916"
"DB01167"	"DB01007"
"DB01167"	"DB01167"
"DB01168"	"DB01168"
"DB01169"	"DB01169"
"DB01170"	"DB00226"
"DB01170"	"DB00234"
"DB01170"	"DB01170"
"DB01170"	"DB04840"
"DB01170"	"DB09185"
"DB01171"	"DB00752"
"DB01171"	"DB01037"
"DB01171"	"DB01171"
"DB01171"	"DB01247"
"DB01171"	"DB01626"
"DB01173"	"DB01173"
"DB01174"	"DB01174"
"DB01175"	"DB01175"
"DB01176"	"DB01176"
"DB01177"	"DB00218"
"DB01177"	"DB00385"
"DB01177"	"DB00444"
"DB01177"	"DB00467"
"DB01177"	"DB00487"
"DB01177"	"DB00685"
"DB01177"	"DB00970"
"DB01177"	"DB00978"
"DB01177"	"DB01059"
"DB01177"	"DB01137"
"DB01177"	"DB01165"
"DB01177"	"DB01177"
"DB01177"	"DB01204"
"DB01177"	"DB01208"
"DB01177"	"DB09047"
"DB01178"	"DB01178"
"DB01179"	"DB01179"
"DB01180"	"DB00492"
"DB01180"	"DB00519"
"DB01180"	"DB00542"
"DB01180"	"DB00584"
"DB01180"	"DB00722"
"DB01180"	"DB00881"
"DB01180"	"DB01180"
"DB01180"	"DB01340"
"DB01180"	"DB01348"
"DB01180"	"DB13166"
"DB01181"	"DB00239"
"DB01181"	"DB00503"
"DB01181"	"DB00531"
"DB01181"	"DB01127"
"DB01181"	"DB01181"
"DB01181"	"DB01220"
"DB01181"	"DB08864"
"DB01181"	"DB11087"
"DB01181"	"DB13179"
"DB01182"	"DB01182"
"DB01183"	"DB01183"
"DB01184"	"DB01184"
"DB01185"	"DB01185"
"DB01186"	"DB01186"
"DB01188"	"DB00390"
"DB01188"	"DB00511"
"DB01188"	"DB01078"
"DB01188"	"DB01158"
"DB01188"	"DB01188"
"DB01188"	"DB01345"
"DB01188"	"DB01378"
"DB01188"	"DB01396"
"DB01188"	"DB01430"
"DB01188"	"DB13996"
"DB01188"	"DB14498"
"DB01188"	"DB14499"
"DB01189"	"DB01028"
"DB01189"	"DB01189"
"DB01189"	"DB01236"
"DB01191"	"DB01191"
"DB01192"	"DB00956"
"DB01192"	"DB01081"
"DB01192"	"DB01192"
"DB01193"	"DB00195"
"DB01193"	"DB00221"
"DB01193"	"DB00264"
"DB01193"	"DB00335"
"DB01193"	"DB00373"
"DB01193"	"DB00521"
"DB01193"	"DB00612"
"DB01193"	"DB01193"
"DB01193"	"DB01203"
"DB01193"	"DB01210"
"DB01193"	"DB01214"
"DB01193"	"DB01291"
"DB01193"	"DB04861"
"DB01194"	"DB01194"
"DB01195"	"DB01195"
"DB01196"	"DB01196"
"DB01197"	"DB01197"
"DB01198"	"DB01198"
"DB01199"	"DB01199"
"DB01200"	"DB01200"
"DB01202"	"DB01202"
"DB01203"	"DB00195"
"DB01203"	"DB00221"
"DB01203"	"DB00264"
"DB01203"	"DB00335"
"DB01203"	"DB00373"
"DB01203"	"DB00521"
"DB01203"	"DB00612"
"DB01203"	"DB01193"
"DB01203"	"DB01203"
"DB01203"	"DB01210"
"DB01203"	"DB01214"
"DB01203"	"DB01291"
"DB01203"	"DB04861"
"DB01204"	"DB00218"
"DB01204"	"DB00385"
"DB01204"	"DB00444"
"DB01204"	"DB00467"
"DB01204"	"DB00487"
"DB01204"	"DB00685"
"DB01204"	"DB00970"
"DB01204"	"DB00978"
"DB01204"	"DB01059"
"DB01204"	"DB01137"
"DB01204"	"DB01165"
"DB01204"	"DB01177"
"DB01204"	"DB01204"
"DB01204"	"DB01208"
"DB01204"	"DB09047"
"DB01205"	"DB01205"
"DB01206"	"DB01206"
"DB01208"	"DB00218"
"DB01208"	"DB00385"
"DB01208"	"DB00444"
"DB01208"	"DB00467"
