"Other_symbol"	"Type_of_symbol"	"Approved.symbol"	"NCBI.Gene.ID"	"Ensembl.gene.ID"
"T2R64P"	"Alias_symbol"	"TAS2R64P"	"   338412"	"ENSG00000256274"
"T2R68P"	"Alias_symbol"	"TAS2R68P"	"100653053"	NA
"PS7"	"Alias_symbol"	"TAS2R68P"	"100653053"	NA
"FLJ11577"	"Alias_symbol"	"TASL"	"    80231"	"ENSG00000120280"
"se89-1"	"Alias_symbol"	"TASOR"	"    23272"	"ENSG00000163946"
"RAP140"	"Alias_symbol"	"TASOR"	"    23272"	"ENSG00000163946"
"KIAA1105"	"Alias_symbol"	"TASOR"	"    23272"	"ENSG00000163946"
"TASOR1"	"Alias_symbol"	"TASOR"	"    23272"	"ENSG00000163946"
"FLJ20360"	"Alias_symbol"	"TASOR2"	"    54906"	"ENSG00000108021"
"bA318E3.2"	"Alias_symbol"	"TASOR2"	"    54906"	"ENSG00000108021"
"KIAA2006"	"Alias_symbol"	"TASOR2"	"    54906"	"ENSG00000108021"
"FLJ20212"	"Alias_symbol"	"TASP1"	"    55617"	"ENSG00000089123"
"dJ585I14.2"	"Alias_symbol"	"TASP1"	"    55617"	"ENSG00000089123"
"CDA11"	"Alias_symbol"	"TATDN1"	"    83940"	"ENSG00000147687"
"KIAA0218"	"Alias_symbol"	"TATDN2"	"     9797"	"ENSG00000157014"
"TXBP151"	"Alias_symbol"	"TAX1BP1"	"     8887"	"ENSG00000106052"
"CALCOCO3"	"Alias_symbol"	"TAX1BP1"	"     8887"	"ENSG00000106052"
"TIP-1"	"Alias_symbol"	"TAX1BP3"	"    30851"	"ENSG00000213977"
"BTHS"	"Alias_symbol"	"TAZ"	"     6901"	"ENSG00000102125"
"XAP-2"	"Alias_symbol"	"TAZ"	"     6901"	"ENSG00000102125"
"G4.5"	"Alias_symbol"	"TAZ"	"     6901"	"ENSG00000102125"
"TAZ1"	"Alias_symbol"	"TAZ"	"     6901"	"ENSG00000102125"
"FLJ32820"	"Alias_symbol"	"TBATA"	"   219793"	"ENSG00000166220"
"spatial"	"Alias_symbol"	"TBATA"	"   219793"	"ENSG00000166220"
"TBC"	"Alias_symbol"	"TBC1D1"	"    23216"	"ENSG00000065882"
"TBC1"	"Alias_symbol"	"TBC1D1"	"    23216"	"ENSG00000065882"
"KIAA1108"	"Alias_symbol"	"TBC1D1"	"    23216"	"ENSG00000065882"
"PARIS1"	"Alias_symbol"	"TBC1D2"	"    55357"	"ENSG00000095383"
"TBC1D2A"	"Alias_symbol"	"TBC1D2"	"    55357"	"ENSG00000095383"
"Armus"	"Alias_symbol"	"TBC1D2"	"    55357"	"ENSG00000095383"
"KIAA1055"	"Alias_symbol"	"TBC1D2B"	"    23102"	"ENSG00000167202"
"TBC1D3A"	"Alias_symbol"	"TBC1D3"	"   729873"	"ENSG00000274611"
"DKFZp434P2235"	"Alias_symbol"	"TBC1D3"	"   729873"	"ENSG00000274611"
"PRC17"	"Alias_symbol"	"TBC1D3"	"   729873"	"ENSG00000274611"
"PRC17"	"Alias_symbol"	"TBC1D3B"	"   414059"	"ENSG00000274808"
"MGC44903"	"Alias_symbol"	"TBC1D3C"	"   414060"	"ENSG00000278299"
"KIAA0603"	"Alias_symbol"	"TBC1D4"	"     9882"	"ENSG00000136111"
"AS160"	"Alias_symbol"	"TBC1D4"	"     9882"	"ENSG00000136111"
"DKFZp779C0666"	"Alias_symbol"	"TBC1D4"	"     9882"	"ENSG00000136111"
"KIAA0210"	"Alias_symbol"	"TBC1D5"	"     9779"	"ENSG00000131374"
"dJ257A7.3"	"Alias_symbol"	"TBC1D7"	"    51256"	"ENSG00000145979"
"FLJ32666"	"Alias_symbol"	"TBC1D7"	"    51256"	"ENSG00000145979"
"HBLP1"	"Alias_symbol"	"TBC1D8"	"    11138"	"ENSG00000204634"
"VRP"	"Alias_symbol"	"TBC1D8"	"    11138"	"ENSG00000204634"
"AD3"	"Alias_symbol"	"TBC1D8"	"    11138"	"ENSG00000204634"
"GRAMD8"	"Alias_symbol"	"TBC1D8"	"    11138"	"ENSG00000204634"
"FLJ20298"	"Alias_symbol"	"TBC1D8B"	"    54885"	"ENSG00000133138"
"RP11-321G1.1"	"Alias_symbol"	"TBC1D8B"	"    54885"	"ENSG00000133138"
"GRAMD8B"	"Alias_symbol"	"TBC1D8B"	"    54885"	"ENSG00000133138"
"KIAA0882"	"Alias_symbol"	"TBC1D9"	"    23158"	"ENSG00000109436"
"MDR1"	"Alias_symbol"	"TBC1D9"	"    23158"	"ENSG00000109436"
"GRAMD9"	"Alias_symbol"	"TBC1D9"	"    23158"	"ENSG00000109436"
"KIAA0676"	"Alias_symbol"	"TBC1D9B"	"    23061"	"ENSG00000197226"
"GRAMD9B"	"Alias_symbol"	"TBC1D9B"	"    23061"	"ENSG00000197226"
"EPI64"	"Alias_symbol"	"TBC1D10A"	"    83874"	"ENSG00000099992"
"AC004997.C22.2"	"Alias_symbol"	"TBC1D10A"	"    83874"	"ENSG00000099992"
"DKFZP434P1750"	"Alias_symbol"	"TBC1D10B"	"    26000"	"ENSG00000169221"
"Rab27A-GAPbeta"	"Alias_symbol"	"TBC1D10B"	"    26000"	"ENSG00000169221"
"FLJ13130"	"Alias_symbol"	"TBC1D10B"	"    26000"	"ENSG00000169221"
"EPI64B"	"Alias_symbol"	"TBC1D10B"	"    26000"	"ENSG00000169221"
"FLJ00332"	"Alias_symbol"	"TBC1D10C"	"   374403"	"ENSG00000175463"
"Carabin"	"Alias_symbol"	"TBC1D10C"	"   374403"	"ENSG00000175463"
"EPI64C"	"Alias_symbol"	"TBC1D10C"	"   374403"	"ENSG00000175463"
"KIAA0608"	"Alias_symbol"	"TBC1D12"	"    23232"	"ENSG00000108239"
"FLJ10743"	"Alias_symbol"	"TBC1D13"	"    54662"	"ENSG00000107021"
"KIAA1322"	"Alias_symbol"	"TBC1D14"	"    57533"	"ENSG00000132405"
"FLJ12085"	"Alias_symbol"	"TBC1D15"	"    64786"	"ENSG00000121749"
"DKFZp761D0223"	"Alias_symbol"	"TBC1D15"	"    64786"	"ENSG00000121749"
"MGC25062"	"Alias_symbol"	"TBC1D16"	"   125058"	"ENSG00000167291"
"FLJ20748"	"Alias_symbol"	"TBC1D16"	"   125058"	"ENSG00000167291"
"FLJ12168"	"Alias_symbol"	"TBC1D17"	"    79735"	"ENSG00000104946"
"FLJ11082"	"Alias_symbol"	"TBC1D19"	"    55296"	"ENSG00000109680"
"dJ852M4.2"	"Alias_symbol"	"TBC1D20"	"   128637"	"ENSG00000125875"
"MGC34741"	"Alias_symbol"	"TBC1D21"	"   161514"	"ENSG00000167139"
"MgcRabGAP"	"Alias_symbol"	"TBC1D21"	"   161514"	"ENSG00000167139"
"FLJ20337"	"Alias_symbol"	"TBC1D22B"	"    55633"	"ENSG00000065491"
"dJ744I24.2"	"Alias_symbol"	"TBC1D22B"	"    55633"	"ENSG00000065491"
"FLJ11046"	"Alias_symbol"	"TBC1D23"	"    55773"	"ENSG00000036054"
"KIAA1171"	"Alias_symbol"	"TBC1D24"	"    57465"	"ENSG00000162065"
"TLDC6"	"Alias_symbol"	"TBC1D24"	"    57465"	"ENSG00000162065"
"DFNA65"	"Alias_symbol"	"TBC1D24"	"    57465"	"ENSG00000162065"
"MGC51025"	"Alias_symbol"	"TBC1D26"	"   353149"	"ENSG00000214946"
"FLJ40244"	"Alias_symbol"	"TBC1D28"	"   254272"	"ENSG00000189375"
"DKFZP434O047"	"Alias_symbol"	"TBC1D29P"	"    26083"	"ENSG00000266733"
"KIAA0984"	"Alias_symbol"	"TBC1D30"	"    23329"	"ENSG00000111490"
"MGC21654"	"Alias_symbol"	"TBC1D31"	"    93594"	"ENSG00000156787"
"Gm85"	"Alias_symbol"	"TBC1D31"	"    93594"	"ENSG00000156787"
"FLJ30899"	"Alias_symbol"	"TBC1D32"	"   221322"	"ENSG00000146350"
"dJ310J6.1"	"Alias_symbol"	"TBC1D32"	"   221322"	"ENSG00000146350"
"FLJ34235"	"Alias_symbol"	"TBC1D32"	"   221322"	"ENSG00000146350"
"bA57L9.1"	"Alias_symbol"	"TBC1D32"	"   221322"	"ENSG00000146350"
"BROMI"	"Alias_symbol"	"TBC1D32"	"   221322"	"ENSG00000146350"
"CG22"	"Alias_symbol"	"TBCB"	"     1155"	"ENSG00000105254"
"CKAPI"	"Alias_symbol"	"TBCB"	"     1155"	"ENSG00000105254"
"CFC"	"Alias_symbol"	"TBCC"	"     6903"	"ENSG00000124659"
"FLJ10560"	"Alias_symbol"	"TBCCD1"	"    55171"	"ENSG00000113838"
"KCS1"	"Alias_symbol"	"TBCE"	"     6905"	"ENSG00000284770"
"pac2"	"Alias_symbol"	"TBCE"	"     6905"	"ENSG00000284770"
"MGC10233"	"Alias_symbol"	"TBCEL"	"   219899"	"ENSG00000154114"
"MGC16169"	"Alias_symbol"	"TBCK"	"    93627"	"ENSG00000145348"
"HSPC302"	"Alias_symbol"	"TBCK"	"    93627"	"ENSG00000145348"
"NAK"	"Alias_symbol"	"TBK1"	"    29110"	"ENSG00000183735"
"ProSAPiP2"	"Alias_symbol"	"TBKBP1"	"     9755"	"ENSG00000198933"
"KIAA0775"	"Alias_symbol"	"TBKBP1"	"     9755"	"ENSG00000198933"
"EBI"	"Alias_symbol"	"TBL1X"	"     6907"	"ENSG00000101849"
"IRA1"	"Alias_symbol"	"TBL1XR1"	"    79718"	"ENSG00000177565"
"FLJ12894"	"Alias_symbol"	"TBL1XR1"	"    79718"	"ENSG00000177565"
"TBLR1"	"Alias_symbol"	"TBL1XR1"	"    79718"	"ENSG00000177565"
"C21"	"Alias_symbol"	"TBL1XR1"	"    79718"	"ENSG00000177565"
"DC42"	"Alias_symbol"	"TBL1XR1"	"    79718"	"ENSG00000177565"
"TBL1"	"Alias_symbol"	"TBL1Y"	"    90665"	"ENSG00000092377"
"WS-betaTRP"	"Alias_symbol"	"TBL2"	"    26608"	"ENSG00000106638"
"WBSCR13"	"Alias_symbol"	"TBL2"	"    26608"	"ENSG00000106638"
"DKFZP43N024"	"Alias_symbol"	"TBL2"	"    26608"	"ENSG00000106638"
"SAZD"	"Alias_symbol"	"TBL3"	"    10607"	"ENSG00000183751"
"UTP13"	"Alias_symbol"	"TBL3"	"    10607"	"ENSG00000183751"
"TFIID"	"Alias_symbol"	"TBP"	"     6908"	"ENSG00000112592"
"TLP"	"Alias_symbol"	"TBPL1"	"     9519"	"ENSG00000028839"
"STUD"	"Alias_symbol"	"TBPL1"	"     9519"	"ENSG00000028839"
"TRF2"	"Alias_symbol"	"TBPL1"	"     9519"	"ENSG00000028839"
"TLF"	"Alias_symbol"	"TBPL1"	"     9519"	"ENSG00000028839"
"TRF3"	"Alias_symbol"	"TBPL2"	"   387332"	"ENSG00000182521"
"TBP2"	"Alias_symbol"	"TBPL2"	"   387332"	"ENSG00000182521"
"FLJ14621"	"Alias_symbol"	"TBRG1"	"    84897"	"ENSG00000154144"
"TB-5"	"Alias_symbol"	"TBRG1"	"    84897"	"ENSG00000154144"
"NIAM"	"Alias_symbol"	"TBRG1"	"    84897"	"ENSG00000154144"
"Cpr2"	"Alias_symbol"	"TBRG4"	"     9238"	"ENSG00000136270"
"KIAA0948"	"Alias_symbol"	"TBRG4"	"     9238"	"ENSG00000136270"
"H_TD2522F11.8"	"Alias_symbol"	"TBRG4"	"     9238"	"ENSG00000136270"
"FASTKD4"	"Alias_symbol"	"TBRG4"	"     9238"	"ENSG00000136270"
"CATCH22"	"Alias_symbol"	"TBX1"	"     6899"	"ENSG00000184058"
"TBX3-ISO"	"Alias_symbol"	"TBX3"	"     6926"	"ENSG00000135111"
"XHL"	"Alias_symbol"	"TBX3"	"     6926"	"ENSG00000135111"
"TBX13"	"Alias_symbol"	"TBX10"	"   347853"	"ENSG00000167800"
"dj747L4.1"	"Alias_symbol"	"TBX19"	"     9095"	"ENSG00000143178"
"TPIT"	"Alias_symbol"	"TBX19"	"     9095"	"ENSG00000143178"
"TBLYM"	"Alias_symbol"	"TBX21"	"    30009"	"ENSG00000073861"
"T-bet"	"Alias_symbol"	"TBX21"	"    30009"	"ENSG00000073861"
"CYP5"	"Alias_symbol"	"TBXAS1"	"     6916"	"ENSG00000059377"
"CYP5A1"	"Alias_symbol"	"TBXAS1"	"     6916"	"ENSG00000059377"
"THAS"	"Alias_symbol"	"TBXAS1"	"     6916"	"ENSG00000059377"
"TXS"	"Alias_symbol"	"TBXAS1"	"     6916"	"ENSG00000059377"
"TXAS"	"Alias_symbol"	"TBXAS1"	"     6916"	"ENSG00000059377"
"TS"	"Alias_symbol"	"TBXAS1"	"     6916"	"ENSG00000059377"
"FLJ36557"	"Alias_symbol"	"TC2N"	"   123036"	"ENSG00000165929"
"Tac2-N"	"Alias_symbol"	"TC2N"	"   123036"	"ENSG00000165929"
"C2CD1"	"Alias_symbol"	"TC2N"	"   123036"	"ENSG00000165929"
"KIAA0738"	"Alias_symbol"	"TCAF1"	"     9747"	"ENSG00000198420"
"FLJ40722"	"Alias_symbol"	"TCAF2"	"   285966"	"ENSG00000170379"
"GATD9"	"Alias_symbol"	"TCAF2"	"   285966"	"ENSG00000170379"
"FLJ40722-like"	"Alias_symbol"	"TCAF2P1"	"   653691"	"ENSG00000159860"
"TCAF2BP"	"Alias_symbol"	"TCAF2P1"	"   653691"	"ENSG00000159860"
"DKFZp313N0621"	"Alias_symbol"	"TCAIM"	"   285343"	"ENSG00000179152"
"TOAG-1"	"Alias_symbol"	"TCAIM"	"   285343"	"ENSG00000179152"
"T-cap"	"Alias_symbol"	"TCAP"	"     8557"	"ENSG00000173991"
"TELE"	"Alias_symbol"	"TCAP"	"     8557"	"ENSG00000173991"
"telethonin"	"Alias_symbol"	"TCAP"	"     8557"	"ENSG00000173991"
"CMD1N"	"Alias_symbol"	"TCAP"	"     8557"	"ENSG00000173991"
"SII"	"Alias_symbol"	"TCEA1"	"     6917"	"ENSG00000187735"
"TF2S"	"Alias_symbol"	"TCEA1"	"     6917"	"ENSG00000187735"
"TFIIS"	"Alias_symbol"	"TCEA1"	"     6917"	"ENSG00000187735"
"TCEA1"	"Alias_symbol"	"TCEA1P2"	"   399511"	"ENSG00000230409"
"TFIIS"	"Alias_symbol"	"TCEA2"	"     6919"	"ENSG00000171703"
"TFIIS.H"	"Alias_symbol"	"TCEA3"	"     6920"	"ENSG00000204219"
"p21"	"Alias_symbol"	"TCEAL1"	"     9338"	"ENSG00000172465"
"pp21"	"Alias_symbol"	"TCEAL1"	"     9338"	"ENSG00000172465"
"SIIR"	"Alias_symbol"	"TCEAL1"	"     9338"	"ENSG00000172465"
"P21"	"Alias_symbol"	"TCEAL1"	"     9338"	"ENSG00000172465"
"WEX9"	"Alias_symbol"	"TCEAL1"	"     9338"	"ENSG00000172465"
"my048"	"Alias_symbol"	"TCEAL2"	"   140597"	"ENSG00000184905"
"MY0876G05"	"Alias_symbol"	"TCEAL2"	"   140597"	"ENSG00000184905"
"WEX1"	"Alias_symbol"	"TCEAL2"	"   140597"	"ENSG00000184905"
"MGC15737"	"Alias_symbol"	"TCEAL3"	"    85012"	"ENSG00000196507"
"WEX8"	"Alias_symbol"	"TCEAL3"	"    85012"	"ENSG00000196507"
"FLJ21174"	"Alias_symbol"	"TCEAL4"	"    79921"	"ENSG00000133142"
"WEX7"	"Alias_symbol"	"TCEAL4"	"    79921"	"ENSG00000133142"
"WEX4"	"Alias_symbol"	"TCEAL5"	"   340543"	"ENSG00000204065"
"WEX2"	"Alias_symbol"	"TCEAL6"	"   158931"	"ENSG00000204071"
"MGC23947"	"Alias_symbol"	"TCEAL7"	"    56849"	"ENSG00000182916"
"WEX5"	"Alias_symbol"	"TCEAL7"	"    56849"	"ENSG00000182916"
"MGC45400"	"Alias_symbol"	"TCEAL8"	"    90843"	"ENSG00000180964"
"WEX3"	"Alias_symbol"	"TCEAL8"	"    90843"	"ENSG00000180964"
"DKFZp313K1940"	"Alias_symbol"	"TCEAL9"	"    51186"	"ENSG00000185222"
"WEX6"	"Alias_symbol"	"TCEAL9"	"    51186"	"ENSG00000185222"
"MGC17403"	"Alias_symbol"	"TCEANC"	"   170082"	"ENSG00000176896"
"FLJ32112"	"Alias_symbol"	"TCEANC2"	"   127428"	"ENSG00000116205"
"CA150"	"Alias_symbol"	"TCERG1"	"    10915"	"ENSG00000113649"
"Urn1"	"Alias_symbol"	"TCERG1"	"    10915"	"ENSG00000113649"
"FLJ38950"	"Alias_symbol"	"TCERG1L"	"   256536"	"ENSG00000176769"
"E2A"	"Alias_symbol"	"TCF3"	"     6929"	"ENSG00000071564"
"ITF1"	"Alias_symbol"	"TCF3"	"     6929"	"ENSG00000071564"
"MGC129647"	"Alias_symbol"	"TCF3"	"     6929"	"ENSG00000071564"
"MGC129648"	"Alias_symbol"	"TCF3"	"     6929"	"ENSG00000071564"
"bHLHb21"	"Alias_symbol"	"TCF3"	"     6929"	"ENSG00000071564"
"VDIR"	"Alias_symbol"	"TCF3"	"     6929"	"ENSG00000071564"
"E47"	"Alias_symbol"	"TCF3"	"     6929"	"ENSG00000071564"
"p75"	"Alias_symbol"	"TCF3"	"     6929"	"ENSG00000071564"
"SEF2-1B"	"Alias_symbol"	"TCF4"	"     6925"	"ENSG00000196628"
"ITF2"	"Alias_symbol"	"TCF4"	"     6925"	"ENSG00000196628"
"bHLHb19"	"Alias_symbol"	"TCF4"	"     6925"	"ENSG00000196628"
"E2-2"	"Alias_symbol"	"TCF4"	"     6925"	"ENSG00000196628"
"MIR4529HG"	"Alias_symbol"	"TCF4-AS1"	NA	"ENSG00000267028"
"TCF-1"	"Alias_symbol"	"TCF7"	"     6932"	"ENSG00000081059"
"TCF-4"	"Alias_symbol"	"TCF7L2"	"     6934"	"ENSG00000148737"
"HEB"	"Alias_symbol"	"TCF12"	"     6938"	"ENSG00000140262"
"HTF4"	"Alias_symbol"	"TCF12"	"     6938"	"ENSG00000140262"
"HsT17266"	"Alias_symbol"	"TCF12"	"     6938"	"ENSG00000140262"
"bHLHb20"	"Alias_symbol"	"TCF12"	"     6938"	"ENSG00000140262"
"p64"	"Alias_symbol"	"TCF12"	"     6938"	"ENSG00000140262"
"EC2"	"Alias_symbol"	"TCF15"	"     6939"	"ENSG00000125878"
"PARAXIS"	"Alias_symbol"	"TCF15"	"     6939"	"ENSG00000125878"
"bHLHa40"	"Alias_symbol"	"TCF15"	"     6939"	"ENSG00000125878"
"SC1"	"Alias_symbol"	"TCF19"	"     6941"	"ENSG00000137310"
"AR1"	"Alias_symbol"	"TCF20"	"     6942"	"ENSG00000100207"
"SPBP"	"Alias_symbol"	"TCF20"	"     6942"	"ENSG00000100207"
"POD1"	"Alias_symbol"	"TCF21"	"     6943"	"ENSG00000118526"
"bHLHa23"	"Alias_symbol"	"TCF21"	"     6943"	"ENSG00000118526"
"OUT"	"Alias_symbol"	"TCF23"	"   150921"	"ENSG00000163792"
"bHLHa24"	"Alias_symbol"	"TCF23"	"   150921"	"ENSG00000163792"
"bHLHa25"	"Alias_symbol"	"TCF24"	"100129654"	"ENSG00000261787"
"Nulp1"	"Alias_symbol"	"TCF25"	"    22980"	"ENSG00000141002"
"KIAA1049"	"Alias_symbol"	"TCF25"	"    22980"	"ENSG00000141002"
"Figlb"	"Alias_symbol"	"TCFL5"	"    10732"	"ENSG00000101190"
"E2BP-1"	"Alias_symbol"	"TCFL5"	"    10732"	"ENSG00000101190"
"CHA"	"Alias_symbol"	"TCFL5"	"    10732"	"ENSG00000101190"
"bHLHe82"	"Alias_symbol"	"TCFL5"	"    10732"	"ENSG00000101190"
"MGC10854"	"Alias_symbol"	"TCHP"	"    84260"	"ENSG00000139437"
"TpMs"	"Alias_symbol"	"TCHP"	"    84260"	"ENSG00000139437"
"TC-1"	"Alias_symbol"	"TCIM"	"    56892"	"ENSG00000176907"
"hTC-1"	"Alias_symbol"	"TCIM"	"    56892"	"ENSG00000176907"
"TC1"	"Alias_symbol"	"TCIM"	"    56892"	"ENSG00000176907"
"TIRC7"	"Alias_symbol"	"TCIRG1"	"    10312"	"ENSG00000110719"
"OC-116"	"Alias_symbol"	"TCIRG1"	"    10312"	"ENSG00000110719"
"OC116"	"Alias_symbol"	"TCIRG1"	"    10312"	"ENSG00000110719"
"ATP6N1C"	"Alias_symbol"	"TCIRG1"	"    10312"	"ENSG00000110719"
"Atp6i"	"Alias_symbol"	"TCIRG1"	"    10312"	"ENSG00000110719"
"a3"	"Alias_symbol"	"TCIRG1"	"    10312"	"ENSG00000110719"
"ATP6V0A3"	"Alias_symbol"	"TCIRG1"	"    10312"	"ENSG00000110719"
"TCL1"	"Alias_symbol"	"TCL1A"	"     8115"	"ENSG00000100721"
"TML1"	"Alias_symbol"	"TCL1B"	"     9623"	"ENSG00000213231"
"TCL6e1"	"Alias_symbol"	"TCL6"	"    27004"	"ENSG00000187621"
"TNG2"	"Alias_symbol"	"TCL6"	"    27004"	"ENSG00000187621"
"TNG1"	"Alias_symbol"	"TCL6"	"    27004"	"ENSG00000187621"
"TCI"	"Alias_symbol"	"TCN1"	"     6947"	"ENSG00000134827"
"TC1"	"Alias_symbol"	"TCN1"	"     6947"	"ENSG00000134827"
"D22S676"	"Alias_symbol"	"TCN2"	"     6948"	"ENSG00000185339"
"D22S750"	"Alias_symbol"	"TCN2"	"     6948"	"ENSG00000185339"
"TC2"	"Alias_symbol"	"TCN2"	"     6948"	"ENSG00000185339"
"treacle"	"Alias_symbol"	"TCOF1"	"     6949"	"ENSG00000070814"
"TCS"	"Alias_symbol"	"TCOF1"	"     6949"	"ENSG00000070814"
"D6S230E"	"Alias_symbol"	"TCP1"	"     6950"	"ENSG00000120438"
"CCT1"	"Alias_symbol"	"TCP1"	"     6950"	"ENSG00000120438"
"Ccta"	"Alias_symbol"	"TCP1"	"     6950"	"ENSG00000120438"
"PRED77"	"Alias_symbol"	"TCP10L"	"   140290"	"ENSG00000242220"
"bA517H2.3"	"Alias_symbol"	"TCP10L2"	"   401285"	"ENSG00000166984"
"KIAA0229"	"Alias_symbol"	"TCP11"	"     6954"	"ENSG00000124678"
"FPPR"	"Alias_symbol"	"TCP11"	"     6954"	"ENSG00000124678"
"FLJ11336"	"Alias_symbol"	"TCP11L1"	"    55346"	"ENSG00000176148"
"MGC40368"	"Alias_symbol"	"TCP11L2"	"   255394"	"ENSG00000166046"
"D6S46"	"Alias_symbol"	"TCTE1"	"   202500"	"ENSG00000146221"
"MGC33600"	"Alias_symbol"	"TCTE1"	"   202500"	"ENSG00000146221"
"FAP155"	"Alias_symbol"	"TCTE1"	"   202500"	"ENSG00000146221"
"DRC5"	"Alias_symbol"	"TCTE1"	"   202500"	"ENSG00000146221"
"FLJ21127"	"Alias_symbol"	"TCTN1"	"    79600"	"ENSG00000204852"
"TECT1"	"Alias_symbol"	"TCTN1"	"    79600"	"ENSG00000204852"
"JBTS13"	"Alias_symbol"	"TCTN1"	"    79600"	"ENSG00000204852"
"FLJ12975"	"Alias_symbol"	"TCTN2"	"    79867"	"ENSG00000168778"
"TECT2"	"Alias_symbol"	"TCTN2"	"    79867"	"ENSG00000168778"
"MKS8"	"Alias_symbol"	"TCTN2"	"    79867"	"ENSG00000168778"
"JBTS24"	"Alias_symbol"	"TCTN2"	"    79867"	"ENSG00000168778"
"DKFZP564D116"	"Alias_symbol"	"TCTN3"	"    26123"	"ENSG00000119977"
"TECT3"	"Alias_symbol"	"TCTN3"	"    26123"	"ENSG00000119977"
"JBTS18"	"Alias_symbol"	"TCTN3"	"    26123"	"ENSG00000119977"
"CRIPTO"	"Alias_symbol"	"TDGF1"	"     6997"	"ENSG00000241186"
"CR"	"Alias_symbol"	"TDGF1"	"     6997"	"ENSG00000241186"
"Cripto-1"	"Alias_symbol"	"TDGF1"	"     6997"	"ENSG00000241186"
"CR-1"	"Alias_symbol"	"TDGF1"	"     6997"	"ENSG00000241186"
"CR-2"	"Alias_symbol"	"TDGF1P2"	"    22816"	"ENSG00000183514"
"CRIPTO-2"	"Alias_symbol"	"TDGF1P2"	"    22816"	"ENSG00000183514"
"TDGF2"	"Alias_symbol"	"TDGF1P3"	"     6998"	"ENSG00000225366"
"CR-3"	"Alias_symbol"	"TDGF1P3"	"     6998"	"ENSG00000225366"
"CRIPTO-3"	"Alias_symbol"	"TDGF1P3"	"     6998"	"ENSG00000225366"
"CRIPTO3"	"Alias_symbol"	"TDGF1P3"	"     6998"	"ENSG00000225366"
"CR-4"	"Alias_symbol"	"TDGF1P4"	"    22815"	"ENSG00000217566"
"CRIPTO-4"	"Alias_symbol"	"TDGF1P4"	"    22815"	"ENSG00000217566"
"CR-5"	"Alias_symbol"	"TDGF1P5"	"    22814"	"ENSG00000254274"
"CRIPTO-5"	"Alias_symbol"	"TDGF1P5"	"    22814"	"ENSG00000254274"
"CR-6"	"Alias_symbol"	"TDGF1P6"	"    22813"	"ENSG00000241438"
"CRIPTO-6"	"Alias_symbol"	"TDGF1P6"	"    22813"	"ENSG00000241438"
"CR-7"	"Alias_symbol"	"TDGF1P7"	"100129080"	"ENSG00000269584"
"CRIPTO-7"	"Alias_symbol"	"TDGF1P7"	"100129080"	"ENSG00000269584"
"FLJ25033"	"Alias_symbol"	"TDH"	"   157739"	"ENSG00000154316"
"SDR14E1P"	"Alias_symbol"	"TDH"	"   157739"	"ENSG00000154316"
"TDO"	"Alias_symbol"	"TDO2"	"     6999"	"ENSG00000151790"
"TPH2"	"Alias_symbol"	"TDO2"	"     6999"	"ENSG00000151790"
"FLJ11090"	"Alias_symbol"	"TDP1"	"    55775"	"ENSG00000042088"
"SCAN1"	"Alias_symbol"	"TDP1"	"    55775"	"ENSG00000042088"
"CT41.1"	"Alias_symbol"	"TDRD1"	"    56165"	"ENSG00000095627"
"FLJ21007"	"Alias_symbol"	"TDRD3"	"    81550"	"ENSG00000083544"
"FLJ34823"	"Alias_symbol"	"TDRD5"	"   163589"	"ENSG00000162782"
"TUDOR3"	"Alias_symbol"	"TDRD5"	"   163589"	"ENSG00000162782"
"NY-CO-45"	"Alias_symbol"	"TDRD6"	"   221400"	"ENSG00000180113"
"bA446F17.4"	"Alias_symbol"	"TDRD6"	"   221400"	"ENSG00000180113"
"CT41.2"	"Alias_symbol"	"TDRD6"	"   221400"	"ENSG00000180113"
"SPATA36"	"Alias_symbol"	"TDRD6"	"   221400"	"ENSG00000180113"
"PCTAIRE2BP"	"Alias_symbol"	"TDRD7"	"    23424"	"ENSG00000196116"
"DKFZp434N0820"	"Alias_symbol"	"TDRD9"	"   122402"	"ENSG00000156414"
"FLJ36164"	"Alias_symbol"	"TDRD9"	"   122402"	"ENSG00000156414"
"NET54"	"Alias_symbol"	"TDRD9"	"   122402"	"ENSG00000156414"
"DKFZp434M202"	"Alias_symbol"	"TDRD10"	"   126668"	"ENSG00000163239"
"ECAT8"	"Alias_symbol"	"TDRD12"	"    91646"	"ENSG00000173809"
"FLJ13072"	"Alias_symbol"	"TDRD12"	"    91646"	"ENSG00000173809"
"LINC00532"	"Alias_symbol"	"TDRG1"	"   732253"	"ENSG00000204091"
"lincRNA-NR_024015"	"Alias_symbol"	"TDRG1"	"   732253"	"ENSG00000204091"
"TDRD2"	"Alias_symbol"	"TDRKH"	"    11022"	"ENSG00000182134"
"RP11-98D18.9"	"Alias_symbol"	"TDRKH-AS1"	NA	"ENSG00000203288"
"INM01"	"Alias_symbol"	"TDRP"	"   157695"	"ENSG00000180190"
"TDRP1"	"Alias_symbol"	"TDRP"	"   157695"	"ENSG00000180190"
"TDRP2"	"Alias_symbol"	"TDRP"	"   157695"	"ENSG00000180190"
"TEF-1"	"Alias_symbol"	"TEAD1"	"     7003"	"ENSG00000187079"
"TEF-4"	"Alias_symbol"	"TEAD2"	"     8463"	"ENSG00000074219"
